,log_price
0,-1.4020304914429513
1,0.2799448452706442
2,-1.799472149710042
3,0.4997098358014849
4,0.17843771057040722
5,1.8503986492119486
6,-1.11944579738147
7,-0.8816298208644946
8,-1.3380732785692222
9,-0.6890293658868036
10,0.6752822459324423
11,0.01521744376083762
12,-0.7670477879623671
13,-0.2829611605704095
14,0.2514921568368524
15,0.6391062677506921
16,-0.3068505501618352
17,0.0829813672683034
18,-1.7068107759057105
19,-1.3339401291012367
20,-0.35555017822750207
21,2.7736534370159065
22,-0.9267368828263018
23,-1.1551821354571614
24,-0.6540741196687021
25,-1.3093283622349992
26,1.3336576548790475
27,0.688138731944107
28,-0.11060215907186678
29,0.8307127733231664
30,0.42434196630581206
31,-0.9603515909894229
32,0.7456303412870979
33,0.2693249773508515
34,-0.6919715530452847
35,0.7689671613573246
36,0.3218402521915114
37,0.6096610045793653
38,-1.2531116996880192
39,0.5028515758578423
40,0.5646190176207669
41,0.9731545553785842
42,1.1751906920789896
43,0.7387116398978018
44,-0.7731840822537182
45,0.09469269788989976
46,-1.5022857796382543
47,0.9975033687752511
48,-0.059269806369087547
49,2.0271942520996187
50,-1.3505269719218918
51,-0.563888324877895
52,0.4870906436529322
53,0.43900753285642413
54,1.2988843793894895
55,1.2252226808617677
56,-0.8774047213889372
57,-0.8230015334422751
58,1.3618239974447686
59,-0.14561110302326163
60,0.6391062677506921
61,-0.9002670267354593
62,0.15972641211347577
63,0.31838405209122167
64,-0.16782400455734792
65,-0.7208993045831908
66,1.409158071974037
67,-0.9134558396757712
68,-1.5617646327705441
69,1.9988477343630273
70,1.5317284329004703
71,-0.6773059864946727
72,0.39300434936337575
73,-0.4830598954646774
74,-0.541995501111649
75,1.1090793359875732
76,-0.38037643280427874
77,0.06330055455734565
78,-0.23606540925675767
79,0.8333523587806873
80,-0.3310442713669175
81,-0.4830598954646774
82,-0.5096223065120901
83,-0.5042800204832301
84,-0.736660236788101
85,1.3397285649956727
86,-0.7979294672598751
87,-0.013403700746670856
88,-1.4620233572686263
89,-0.6197506294742319
90,-1.2256153145029658
91,1.638252506436876
92,-2.1081250827925673
93,-0.14561110302326163
94,0.7798507523515317
95,1.2676642555698427
96,-1.1946707369481213
97,-1.6088931411689875
98,-0.7426989745657036
99,-0.11277141279824651
100,1.1504418396562461
101,0.3390275317642281
102,0.7797150916899525
103,1.620908263234914
104,-0.8937068080157954
105,-0.4055315214968427
106,-0.01752787485587524
107,-1.711841723035645
108,0.7247981605924303
109,0.02331631075030794
110,0.47995532618915127
111,0.38967537141906294
112,-1.0119162452558152
113,-0.6485980634901705
114,0.06330055455734565
115,0.8866707791541466
116,0.20982985390296469
117,-1.5485444118889933
118,-1.8880230817862083
119,0.2693249773508515
120,0.6681019673192665
121,-0.32375373868671825
122,-0.3068505501618352
123,-0.08048993138764017
124,0.9608620760178627
125,2.162907789570524
126,-0.08048993138764017
127,-1.1010960755902592
128,1.0861282236722491
129,-0.14561110302326163
130,-1.4887101865040988
131,0.6695401964156149
132,0.9950824870822965
133,-0.04561955059434119
134,0.7107819978542541
135,-1.6088931411689875
136,-1.4183620911494432
137,-0.05084770196398502
138,-0.36792273945161247
139,0.21513355627591085
140,0.6824354801176624
141,0.2432324911920858
142,-1.5524776635021225
143,-0.1902997867660779
144,0.14082892852517703
145,1.3019783492797956
146,1.2359223228577245
147,-0.14561110302326163
148,-1.1157616421408711
149,0.18215794962672938
150,0.25925217536293893
151,0.3560606632559418
152,-0.9404470292877533
153,2.9973447912172286
154,-0.536561501893833
155,-1.4620233572686263
156,0.6391062677506921
157,-0.7067512496659993
158,-1.1985113478241318
159,-0.7067512496659993
160,-1.1379745436749575
161,-0.11060215907186678
162,1.2571424478762772
163,-0.09763841296174633
164,-0.1902997867660779
165,-0.4310242724591135
166,-1.0297720783205537
167,1.0502319733814016
168,0.6478515545663375
169,-0.4233404530864847
170,-0.9334123956076766
171,-1.0154041827485243
172,-0.7487569746973767
173,1.2937165355723144
174,0.7051464405114475
175,-0.16782400455734792
176,-0.2831985730878726
177,-0.35555017822750207
178,-1.0297720783205537
179,-0.6483102869260983
180,-1.1010960755902592
181,0.02331631075030794
182,0.4519491940491284
183,-1.982066784373425
184,1.1147740371987562
185,1.638252506436876
186,-1.0364674089747206
187,0.3560606632559418
188,0.533986394966584
189,0.4396177700355676
190,-0.7979294672598751
191,-1.9424092627217904
192,1.0310756319131478
193,-0.2829611605704095
194,-1.3339401291012367
195,-1.1240019180343483
196,-0.17678242414396003
197,0.003004016260974586
198,-0.1019498369040785
199,-0.35555017822750207
200,-1.5067120410114427
201,-0.8484090218203661
202,0.02331631075030794
203,-1.363062868465903
204,-0.9997586637143798
205,1.1261124674792868
206,0.7189239663445537
207,-0.16782400455734792
208,-1.7968362278004832
209,-0.0010846428660171174
210,-0.7067512496659993
211,0.5661499003577012
212,0.4632012540615065
213,0.003004016260974586
214,0.051393421942584436
215,-0.9603515909894229
216,2.2399121791424363
217,-0.07691685859867514
218,1.5857372315962162
219,0.011155022038687928
220,0.741482145758873
221,-0.9606907608145866
222,0.24071153320047273
223,-0.6773059864946727
224,-0.6598554983523476
225,-0.3310442713669175
226,0.06310271285385294
227,-1.0652784673371083
228,-1.2930959434950569
229,0.20249001314994014
230,0.6536594533769281
231,0.14082892852517703
232,-0.736660236788101
233,-1.4797728456296997
234,0.04341365629130779
235,1.5133787111092563
236,-0.2084739104404843
237,-0.23606540925675767
238,1.0334510936749552
239,0.031380787542836124
240,-1.3756820606144522
241,-1.5067120410114427
242,-0.038284162668317974
243,-1.3756820606144522
244,0.06330055455734565
245,-0.4672989632597672
246,3.119915152143662
247,-1.7889503420164765
248,-1.1755833257201878
249,0.06725306676640154
250,-1.1010960755902592
251,-0.038284162668317974
252,-0.21304474641569485
253,-0.5392765580116575
254,-1.2139519323128465
255,0.4632012540615065
256,-0.35555017822750207
257,-0.736660236788101
258,-1.1379745436749575
259,0.7607633411235981
260,0.9853679828784472
261,-1.2770010892794448
262,0.23349030232950863
263,-0.16782400455734792
264,-0.4315376341140758
265,-0.8937068080157954
266,-0.9267368828263018
267,-0.21304474641569485
268,-1.0119162452558152
269,3.4793200438158887
270,2.0551238941431667
271,-0.11929408010604046
272,-1.5067120410114427
273,-1.2850314667025287
274,-0.6425638939461293
275,-0.45686387419962193
276,-0.059269806369087547
277,0.9608620760178627
278,-0.038284162668317974
279,-0.2593685412633555
280,-0.7985522517976624
281,-1.9080263478982993
282,2.8205491883295584
283,0.9853679828784472
284,-0.6483102869260983
285,-0.4310242724591135
286,0.011155022038687928
287,-0.2593685412633555
288,0.7107819978542541
289,0.14082892852517703
290,-0.33104914106913885
291,0.5797520174572638
292,-0.4830598954646774
293,0.4227054462295694
294,0.3218402521915114
295,1.212303029466849
296,-1.0649200974085125
297,-0.07409896148356131
298,-0.26406367698211414
299,-1.0470872768945132
300,3.593686584508592
301,-0.6197506294742319
302,0.4095622696850974
303,-1.5191152210936796
304,-0.736660236788101
305,0.8464955353251593
306,0.3218402521915114
307,0.5208164118102923
308,0.32425585531843354
309,0.6824354801176624
310,1.1124982053734365
311,-1.5899011685918414
312,3.1040223277597363
313,2.0689361836128346
314,2.0962630065968963
315,-0.7979294672598751
316,0.09079693974239895
317,-0.3310442713669175
318,0.31492155080221185
319,-1.03823326817304
320,1.0801152233734677
321,0.21531617865510558
322,-1.3339401291012367
323,-1.2531116996880192
324,-1.3174968971113818
325,-1.2491591874789632
326,-0.9947446627595455
327,0.8853879817862512
328,-1.7333731869531233
329,1.0095617040835296
330,1.2144624173412863
331,-0.967146522856635
332,-0.8612413776069388
333,0.6096610045793653
334,1.3397285649956727
335,-1.1010960755902592
336,0.3557214934307781
337,1.0131643256462097
338,-1.0649200974085125
339,-1.2139519323128465
340,0.0829813672683034
341,0.7359370865468181
342,-0.16782400455734792
343,-0.7694999270131161
344,0.32959378207102535
345,-1.964722541171463
346,-1.253903190189562
347,-0.7067512496659993
348,-1.5377123301910145
349,-0.34570983791752957
350,-0.835662789875725
351,1.1597271756424046
352,-0.736660236788101
353,-0.11277141279824651
354,-1.1604503258836876
355,-0.4055315214968427
356,-0.8293216105924326
357,-0.1902997867660779
358,1.2571424478762772
359,0.7245188486673771
360,-0.005182123270889123
361,-0.38037643280427874
362,-0.65119001671358
363,0.5026946122286006
364,1.0215439610601975
365,0.003004016260974586
366,0.7051464405114475
367,1.0570437129820092
368,0.9975033687752511
369,-0.6028187363647441
370,-0.9603515909894229
371,-0.736660236788101
372,0.2514921568368524
373,-0.38037643280427874
374,-0.8484090218203661
375,0.8595483800457429
376,-0.059269806369087547
377,-0.9945720020538533
378,0.4711978192690068
379,-0.12365500379245031
380,-1.0294203454867006
381,1.3598259105366726
382,-0.3359202212364233
383,0.3560606632559418
384,2.0271942520996187
385,1.0310756319131478
386,-0.4542640361057866
387,-1.1578144039741287
388,-0.26429873873511517
389,-0.35555017822750207
390,-0.563888324877895
391,0.10246032193251826
392,-0.6483102869260983
393,1.3132799762149916
394,1.6724729175013067
395,-0.6483102869260983
396,0.2514921568368524
397,-0.45686387419962193
398,-0.38663403790854733
399,-1.0301238763082141
400,0.3458591270117371
401,-0.4830598954646774
402,-0.525739925999665
403,-0.1149431470897445
404,-0.6919715530452847
405,0.6391062677506921
406,-0.059269806369087547
407,-0.9705531272336276
408,-0.457124053860414
409,1.1261124674792868
410,-1.0435407185698184
411,0.20628825238416149
412,0.5885492391740144
413,0.41450162599584295
414,-0.5972081519860081
415,0.38967537141906294
416,0.36789360764705586
417,-0.17678242414396003
418,-0.5096223065120901
419,2.289566809623949
420,0.07119737022145088
421,0.5646190176207669
422,0.2799448452706442
423,-0.38037643280427874
424,-0.4055315214968427
425,-1.2139519323128465
426,-0.7670477879623671
427,1.955518521996057
428,-0.2972587043641366
429,-0.45686387419962193
430,-0.6569626090938899
431,1.4343131606665978
432,1.4572411827705418
433,-1.2770010892794448
434,0.23349030232950863
435,0.9083468011772061
436,0.8399353166054953
437,1.1328831749390604
438,-0.11060215907186678
439,0.41614522750990535
440,-1.3509435047519338
441,-1.637742021408433
442,0.6126261596406501
443,-0.536561501893833
444,-1.5524776635021225
445,-0.2829611605704095
446,1.5133787111092563
447,0.15972641211347577
448,0.04341365629130779
